transaction_id,date,account_id,transaction_type,channel,amount,status,exception_reason,region,processing_time_mins
TXN-77EF7067A2BC,2026-09-08,ACCT-77EF7067A2BC,Zelle/P2P,Mobile,1147.85,processed,,West,8.5
TXN-269503E7504E,2026-07-14,ACCT-269503E7504E,Card,Online,722.61,processed,,West,0.9
TXN-9C6E898A8FAD,2026-07-23,ACCT-9C6E898A8FAD,Check,Mobile,686.4,processed,,Northeast,4.4
TXN-7F02EA9E3EDD,2026-07-22,ACCT-7F02EA9E3EDD,ACH,Branch,22403.51,processed,,Southwest,3.7
TXN-D3D9DAB50F60,2026-08-02,ACCT-D3D9DAB50F60,ACH,Branch,7955.7,processed,,Midwest,4.8
TXN-C4FC2F43EAA0,2026-08-08,ACCT-C4FC2F43EAA0,ACH,Mobile,6962.5,processed,,West,11.8
TXN-13875E7F1F84,2026-07-08,ACCT-13875E7F1F84,Card,Mobile,149.16,processed,,Southwest,5.2
TXN-B50EE39B2CBA,2026-08-03,ACCT-B50EE39B2CBA,Card,Mobile,144.78,processed,,Midwest,0.9
TXN-8CD6E509BC06,2026-09-14,ACCT-8CD6E509BC06,Zelle/P2P,Mobile,1236.47,processed,,West,18.1
TXN-0161E6A67637,2026-08-19,ACCT-0161E6A67637,Bill Pay,Online,350.61,processed,,Midwest,28.6
TXN-E1A2FCF4DA3D,2026-09-01,ACCT-E1A2FCF4DA3D,ACH,Mobile,2653.67,processed,,Midwest,7.7
TXN-88E1A9FF81D0,2026-08-18,ACCT-88E1A9FF81D0,Bill Pay,Online,315.84,processed,,West,1.5
TXN-03243C286D60,2026-08-07,ACCT-03243C286D60,Wire,Call Center,17259.25,processed,,West,11.0
TXN-7A982625E082,2026-07-23,ACCT-7A982625E082,Zelle/P2P,Online,1344.46,processed,,West,1.3
TXN-83814AF99106,2026-08-24,ACCT-83814AF99106,ACH,API,5624.87,pending,,West,0.3
TXN-9E6647A763E3,2026-08-27,ACCT-9E6647A763E3,Card,Online,1788.96,processed,,Northeast,4.1
TXN-1A6079F8F3A2,2026-08-05,ACCT-1A6079F8F3A2,ACH,Mobile,1175.68,failed,,Northeast,4.0
TXN-0EB88DAA785D,2026-07-22,ACCT-0EB88DAA785D,ACH,Online,14080.62,processed,,West,0.6
TXN-4C609F1B7371,2026-09-14,ACCT-4C609F1B7371,ACH,Mobile,1244.37,processed,,Midwest,6.6
TXN-84431D566E76,2026-08-04,ACCT-84431D566E76,Bill Pay,Online,7468.97,processed,,West,0.4
TXN-DE5C5A613F83,2026-08-27,ACCT-DE5C5A613F83,Zelle/P2P,Mobile,331.91,processed,,Southeast,0.8
TXN-86EA264C34A8,2026-08-07,ACCT-86EA264C34A8,Zelle/P2P,Mobile,3427.11,processed,,Midwest,4.8
TXN-326B449865AB,2026-07-29,ACCT-326B449865AB,Card,Online,85.81,processed,,West,4.0
TXN-BB9411E88BBE,2026-08-06,ACCT-BB9411E88BBE,Bill Pay,Online,75.06,processed,,Northeast,1.5
TXN-755517A14BFB,2026-07-12,ACCT-755517A14BFB,Wire,Branch,43137.15,processed,,Northeast,10.2
TXN-BB91DAA56789,2026-07-01,ACCT-BB91DAA56789,Card,Online,25.37,processed,,Northeast,1.9
TXN-B17C43875BBF,2026-09-02,ACCT-B17C43875BBF,ACH,Online,10267.32,processed,,West,15.3
TXN-5E01677ADC8D,2026-09-21,ACCT-5E01677ADC8D,Card,Online,205.53,processed,,Southwest,5.4
TXN-C3B109C7B1E3,2026-09-04,ACCT-C3B109C7B1E3,Bill Pay,Online,529.71,processed,,Southeast,4.1
TXN-7455C004ACA0,2026-09-17,ACCT-7455C004ACA0,ACH,API,2473.41,processed,,Southeast,4.8
TXN-32E0398AC750,2026-09-08,ACCT-32E0398AC750,ACH,Online,1079.31,processed,,Midwest,1.4
TXN-71EEFC108F96,2026-07-14,ACCT-71EEFC108F96,Card,Online,74.67,exception,Stale dated,Midwest,8.2
TXN-4F97F2EEBF92,2026-08-14,ACCT-4F97F2EEBF92,ACH,Online,5630.82,exception,Account number mismatch,Midwest,10.0
TXN-6EBF94248D76,2026-08-05,ACCT-6EBF94248D76,ACH,Mobile,1527.24,processed,,Southwest,5.0
TXN-39C94775332F,2026-08-14,ACCT-39C94775332F,Wire,Branch,6667.12,processed,,Southeast,7.8
TXN-4F24F33B323B,2026-08-25,ACCT-4F24F33B323B,ACH,API,6382.45,processed,,Midwest,5.2
TXN-BE60E96B585B,2026-09-07,ACCT-BE60E96B585B,Card,Online,368.58,processed,,Northeast,12.4
TXN-EC5DBD55677B,2026-09-08,ACCT-EC5DBD55677B,Check,Branch,2428.3,processed,,West,4.1
TXN-5D019F4830B7,2026-07-24,ACCT-5D019F4830B7,Card,ATM,509.49,processed,,Northeast,33.6
TXN-3FE02CCDF3E4,2026-07-23,ACCT-3FE02CCDF3E4,Zelle/P2P,Online,103.05,processed,,Midwest,1.6
TXN-3B45208030EC,2026-07-15,ACCT-3B45208030EC,Card,ATM,83.52,pending,,Northeast,2.4
TXN-5933B0B35D5D,2026-08-04,ACCT-5933B0B35D5D,ACH,Online,6336.63,processed,,Northeast,7.4
TXN-B55E2D5A5E17,2026-07-18,ACCT-B55E2D5A5E17,Card,Mobile,341.51,processed,,Southeast,6.8
TXN-83595636FF96,2026-08-24,ACCT-83595636FF96,Zelle/P2P,Mobile,897.64,processed,,Southwest,3.7
TXN-15BFC05C86B7,2026-08-10,ACCT-15BFC05C86B7,Bill Pay,Online,1891.92,processed,,Midwest,4.3
TXN-C679184BC4AD,2026-09-21,ACCT-C679184BC4AD,Check,Branch,3861.32,processed,,Midwest,4.8
TXN-388587A4A0EA,2026-08-28,ACCT-388587A4A0EA,Zelle/P2P,Mobile,636.63,processed,,Northeast,2.3
TXN-33AC5A8E92D7,2026-08-30,ACCT-33AC5A8E92D7,Card,Mobile,61.61,processed,,Midwest,5.6
TXN-5163CC6B6C0C,2026-07-24,ACCT-5163CC6B6C0C,Bill Pay,Mobile,2793.1,processed,,Southeast,2.0
TXN-ED4A9721BC17,2026-08-17,ACCT-ED4A9721BC17,Card,Online,211.7,failed,,Northeast,23.4
TXN-04CCBBFCC420,2026-07-31,ACCT-04CCBBFCC420,Card,Online,38.95,processed,,Southwest,1.8
TXN-51C39B258896,2026-08-31,ACCT-51C39B258896,ACH,API,1896.83,processed,,Midwest,1.9
TXN-196F32702162,2026-09-15,ACCT-196F32702162,Card,Online,675.84,processed,,Midwest,7.5
TXN-DCEEB19F793C,2026-09-03,ACCT-DCEEB19F793C,Check,ATM,1568.23,failed,,Southeast,5.0
TXN-33D936F40A65,2026-07-06,ACCT-33D936F40A65,ACH,Online,2357.41,processed,,Northeast,3.6
TXN-635C3C894522,2026-08-07,ACCT-635C3C894522,ACH,Branch,4911.77,processed,,West,15.3
TXN-2A49F9DFE69E,2026-06-28,ACCT-2A49F9DFE69E,ACH,Mobile,935.63,processed,,Southwest,2.0
TXN-17EBCECD0E93,2026-07-21,ACCT-17EBCECD0E93,ACH,Online,2394.67,processed,,Midwest,4.5
TXN-24A05F4D1305,2026-08-18,ACCT-24A05F4D1305,Bill Pay,Mobile,827.15,processed,,Southeast,3.2
TXN-621C052F2F82,2026-07-28,ACCT-621C052F2F82,Bill Pay,Mobile,2554.87,processed,,Northeast,4.8
TXN-0A41258C17F3,2026-08-24,ACCT-0A41258C17F3,Zelle/P2P,Online,174.35,processed,,Southeast,2.5
TXN-462C39F8E9BB,2026-09-21,ACCT-462C39F8E9BB,ACH,Online,1847.14,processed,,Northeast,2.0
TXN-BC26F0A11802,2026-08-27,ACCT-BC26F0A11802,Bill Pay,Mobile,331.2,exception,Hold / compliance review,Northeast,7.7
TXN-DABD08ED1D7C,2026-07-05,ACCT-DABD08ED1D7C,Card,Mobile,387.59,processed,,Midwest,9.2
TXN-E3F7D07DAFE2,2026-07-23,ACCT-E3F7D07DAFE2,Card,Mobile,263.85,processed,,Midwest,1.3
TXN-3A5A0A1D9F8B,2026-07-09,ACCT-3A5A0A1D9F8B,ACH,Mobile,2657.71,processed,,Southwest,7.4
TXN-1C1E602F6742,2026-07-02,ACCT-1C1E602F6742,Zelle/P2P,Mobile,339.02,processed,,Southeast,11.4
TXN-C50C4D67BA85,2026-09-10,ACCT-C50C4D67BA85,Card,Online,74.27,processed,,Midwest,9.8
TXN-9AEF5EA10C09,2026-08-31,ACCT-9AEF5EA10C09,Check,Branch,4670.36,processed,,Northeast,2.5
TXN-AE6BCFEE6DD6,2026-08-23,ACCT-AE6BCFEE6DD6,Card,ATM,11.08,processed,,Midwest,1.2
TXN-285CD61CCBBA,2026-07-20,ACCT-285CD61CCBBA,Check,ATM,895.86,processed,,Northeast,1.9
TXN-A5729FAE6ED4,2026-07-06,ACCT-E26F3716ADBE,Card,Mobile,307.97,processed,,West,2.0
TXN-0F6EF22DC220,2026-08-11,ACCT-0F6EF22DC220,ACH,API,2041.14,processed,,West,3.2
TXN-DAE171829AB9,2026-08-25,ACCT-DAE171829AB9,ACH,API,1198.93,processed,,Northeast,8.3
TXN-BEABA038A070,2026-07-14,ACCT-BEABA038A070,Zelle/P2P,Mobile,287.81,processed,,Northeast,1.0
TXN-C84AFB49D751,2026-07-31,ACCT-C84AFB49D751,ACH,Online,4793.63,processed,,Northeast,11.7
TXN-12F26AF0DCDF,2026-09-21,ACCT-12F26AF0DCDF,Bill Pay,Mobile,2487.23,failed,,Northeast,2.6
TXN-C11E40334AFD,2026-08-20,ACCT-C11E40334AFD,Card,Mobile,41.97,processed,,Midwest,9.4
TXN-D9F00CE94066,2026-07-21,ACCT-D9F00CE94066,ACH,API,1116.3,processed,,Northeast,10.3
TXN-3490A8DA189C,2026-08-20,ACCT-3490A8DA189C,Check,Branch,2752.31,processed,,Southwest,1.8
TXN-B7D585ABFB0A,2026-07-09,ACCT-B7D585ABFB0A,Check,ATM,33660.41,processed,,Southeast,6.1
TXN-D9DF0DE11F4A,2026-08-30,ACCT-D9DF0DE11F4A,ACH,Mobile,844.67,processed,,West,8.9
TXN-9F3E62B138FD,2026-07-23,ACCT-9F3E62B138FD,Zelle/P2P,Mobile,505.1,processed,,Midwest,9.9
TXN-0720E95AB4CF,2026-08-05,ACCT-0720E95AB4CF,ACH,Online,897.44,processed,,Northeast,3.9
TXN-1BEACA50E619,2026-09-19,ACCT-1BEACA50E619,Card,ATM,184.08,processed,,Southwest,0.9
TXN-61C8C02FEC15,2026-07-16,ACCT-61C8C02FEC15,ACH,Online,5264.25,processed,,Northeast,14.6
TXN-BC7D252A3B41,2026-07-02,ACCT-BC7D252A3B41,Card,Mobile,248.59,processed,,Southeast,2.4
TXN-D1FF46F6BA31,2026-08-04,ACCT-D1FF46F6BA31,ACH,Online,1868.83,processed,,Southwest,3.4
TXN-81E5B819F951,2026-07-30,ACCT-81E5B819F951,ACH,API,2725.14,processed,,Southwest,1.2
TXN-07D7A0BE7F78,2026-07-02,ACCT-07D7A0BE7F78,ACH,Online,4329.9,processed,,Northeast,1.5
TXN-E71B48DA1302,2026-07-17,ACCT-AF8106E92652,Wire,Call Center,14691.69,processed,,West,1.2
TXN-373EC112D46D,2026-09-10,ACCT-373EC112D46D,Card,Online,40.8,processed,,Southeast,11.9
TXN-BE57E32C806E,2026-08-27,ACCT-BE57E32C806E,Check,Branch,5906.08,processed,,Southwest,1.3
TXN-CE8418CB52B7,2026-08-14,ACCT-CE8418CB52B7,Wire,Call Center,2625.6,processed,,Southeast,3.1
TXN-2984FE57EB8F,2026-07-07,ACCT-2984FE57EB8F,Card,Mobile,33.07,processed,,Southwest,3.7
TXN-E902F4987240,2026-06-30,ACCT-E902F4987240,Card,Mobile,50.31,failed,,Southwest,77.8
TXN-6CF43EE5BD50,2026-07-13,ACCT-6CF43EE5BD50,Card,Online,41.85,processed,,Southeast,2.2
TXN-27D8A3949993,2026-08-12,ACCT-27D8A3949993,ACH,Branch,4562.69,processed,,Midwest,5.2
TXN-F7F48475BDAD,2026-08-31,ACCT-F7F48475BDAD,Check,ATM,2049.04,processed,,Southwest,3.6
TXN-D95E14AF1C9E,2026-07-31,ACCT-D95E14AF1C9E,Card,Mobile,70.0,processed,,West,6.0
TXN-ECE4F5F0433A,2026-07-19,ACCT-ECE4F5F0433A,ACH,Branch,17698.27,processed,,Midwest,5.0
TXN-3A73CC85A35E,2026-08-26,ACCT-3A73CC85A35E,Bill Pay,Mobile,538.98,exception,Amount exceeds limit,Northeast,16.9
TXN-0788DC0391CB,2026-07-20,ACCT-0788DC0391CB,Zelle/P2P,Online,145.24,processed,,Southeast,5.3
TXN-70D432707EC2,2026-09-14,ACCT-70D432707EC2,Card,Online,304.38,processed,,West,4.4
TXN-6A17FA1AA6C8,2026-06-25,ACCT-6A17FA1AA6C8,Bill Pay,Online,954.2,processed,,Southeast,9.6
TXN-0772704BFACE,2026-08-31,ACCT-0772704BFACE,ACH,Online,81624.45,processed,,Midwest,2.5
TXN-73D509323A9A,2026-07-23,ACCT-73D509323A9A,ACH,Online,3426.8,processed,,Southwest,1.0
TXN-5FB1F2DAAEDC,2026-07-03,ACCT-5FB1F2DAAEDC,ACH,Online,18490.48,processed,,West,2.7
TXN-9100F5532557,2026-07-27,ACCT-9100F5532557,ACH,Branch,5846.74,processed,,West,1.2
TXN-CF2E4504404A,2026-09-06,ACCT-CF2E4504404A,Card,Mobile,24.52,processed,,West,1.4
TXN-BE399E5D5677,2026-08-10,ACCT-BE399E5D5677,Bill Pay,Online,104.61,processed,,Northeast,5.5
TXN-0E62C763ECDF,2026-08-14,ACCT-0E62C763ECDF,ACH,API,1501.2,failed,,Northeast,13.4
TXN-B71DC999A06A,2026-07-08,ACCT-B71DC999A06A,Card,Mobile,125.06,processed,,,6.7
TXN-2A2B09C5A18C,2026-09-11,ACCT-2A2B09C5A18C,ACH,Online,1759.63,processed,,Northeast,27.5
TXN-D35B342E0842,2026-07-13,ACCT-D35B342E0842,ACH,Online,2332.22,processed,,Southeast,1.1
TXN-9500313B1443,2026-07-30,ACCT-9500313B1443,Bill Pay,Online,4874.87,exception,Duplicate submission,Northeast,3.9
TXN-137FF590F6F4,2026-08-26,ACCT-137FF590F6F4,Check,Branch,13553.57,processed,,Southeast,6.5
TXN-B1D3C6FD8893,2026-09-07,ACCT-B1D3C6FD8893,Zelle/P2P,Online,2763.15,processed,,Southwest,3.3
TXN-B801559D3529,2026-09-16,ACCT-B801559D3529,Card,Mobile,195.49,processed,,Northeast,1.8
TXN-312E2C42912D,2026-08-31,ACCT-312E2C42912D,Bill Pay,Online,633.69,pending,,Midwest,3.2
TXN-05CFA031FCA1,2026-08-18,ACCT-05CFA031FCA1,ACH,Branch,3084.85,processed,,West,17.3
TXN-1BFCB4E431FF,2026-09-01,ACCT-1BFCB4E431FF,Bill Pay,Online,2138.84,processed,,Midwest,20.3
TXN-E401F2BD399F,2026-09-12,ACCT-E401F2BD399F,Card,Mobile,61.7,processed,,West,13.2
TXN-F3DF426D299D,2026-07-01,ACCT-F3DF426D299D,Card,Mobile,235.19,processed,,West,17.5
TXN-F80A085589B4,2026-08-10,ACCT-F80A085589B4,Card,Mobile,114.91,processed,,Southeast,3.3
TXN-858845CC4DEA,2026-08-24,ACCT-858845CC4DEA,ACH,API,550.88,processed,,Midwest,6.6
TXN-4772641F101B,2026-08-27,ACCT-4772641F101B,ACH,API,755.35,processed,,Southwest,1.5
TXN-A28E66426E4D,2026-07-13,ACCT-A28E66426E4D,Card,Online,143.87,processed,,Midwest,4.8
TXN-0615B89DBF44,2026-07-01,ACCT-0615B89DBF44,Card,Mobile,252.15,processed,,Southeast,0.9
TXN-8814780FBDF8,2026-06-26,ACCT-8814780FBDF8,ACH,Online,1777.22,processed,,Southeast,3.4
TXN-E8C3A41AD3E5,2026-07-21,ACCT-E8C3A41AD3E5,ACH,Mobile,1766.93,processed,,Southeast,4.4
TXN-4B227777D4DD,2026-07-02,ACCT-4B227777D4DD,Card,Online,833.77,processed,,Northeast,0.6
TXN-E3B88330DF03,2026-06-26,ACCT-160E5E610D97,ACH,Mobile,1497.91,processed,,Northeast,4.7
TXN-D3366BA5A450,2026-07-14,ACCT-D3366BA5A450,Card,Mobile,115.49,processed,,Midwest,7.0
TXN-3AA176F89EA6,2026-06-29,ACCT-3AA176F89EA6,Bill Pay,Online,330.36,processed,,Northeast,1.2
TXN-7E90E20654B5,2026-07-22,ACCT-7E90E20654B5,Wire,Call Center,16647.26,processed,,West,9.2
TXN-51B0EAA876AF,2026-08-24,ACCT-51B0EAA876AF,Card,Mobile,75.73,processed,,Southeast,6.9
TXN-09EDEDDD60AB,2026-07-02,ACCT-09EDEDDD60AB,ACH,Online,1254.08,processed,,Southeast,2.8
TXN-FAC0C3A9C629,2026-08-24,ACCT-FAC0C3A9C629,Card,ATM,2144.19,processed,,Southeast,3.1
TXN-935E65542922,2026-09-07,ACCT-935E65542922,Card,Mobile,541.5,processed,,Southwest,1.4
TXN-446B1117693C,2026-07-07,ACCT-446B1117693C,Wire,Branch,226181.79,processed,,Southwest,10.0
TXN-CAB5EACB9FB5,2026-07-09,ACCT-CAB5EACB9FB5,Zelle/P2P,Mobile,3477.84,exception,Insufficient funds,Northeast,11.5
TXN-0667A65BBB01,2026-07-19,ACCT-0667A65BBB01,Card,Mobile,581.35,processed,,Southeast,2.5
TXN-13D182F2D860,2026-07-11,ACCT-13D182F2D860,Card,Mobile,688.49,processed,,West,3.8
TXN-EFA224EC93C4,2026-07-28,ACCT-EFA224EC93C4,Check,Branch,1793.0,processed,,Northeast,2.8
TXN-DFBB11D26731,2026-07-28,ACCT-DFBB11D26731,ACH,Online,2047.33,exception,Hold / compliance review,Northeast,5.5
TXN-AF779E2D865D,2026-09-02,ACCT-AF779E2D865D,Bill Pay,Online,605.57,processed,,Southeast,3.5
TXN-31D2E77A36E3,2026-06-30,ACCT-31D2E77A36E3,Bill Pay,Online,1382.07,pending,,Southeast,12.2
TXN-022C90883C39,2026-09-08,ACCT-022C90883C39,Bill Pay,Mobile,833.59,processed,,Northeast,2.8
TXN-68C17AAC3A85,2026-06-25,ACCT-68C17AAC3A85,Zelle/P2P,Mobile,494.14,processed,,Southeast,8.7
TXN-A78F9755F8E6,2026-06-28,ACCT-A78F9755F8E6,ACH,Online,13817.3,processed,,Southeast,2.2
TXN-55542A2D1E96,2026-07-04,ACCT-55542A2D1E96,Check,Mobile,1029.63,processed,,West,1.3
TXN-FE0B9E9116D7,2026-07-25,ACCT-FE0B9E9116D7,ACH,Online,44725.34,processed,,West,3.1
TXN-43C33BC8917F,2026-08-21,ACCT-43C33BC8917F,ACH,Online,4510.4,processed,,Midwest,5.6
TXN-85FFD4A387C7,2026-08-05,ACCT-85FFD4A387C7,Card,Online,178.46,processed,,Northeast,8.0
TXN-4C5F863A2792,2026-07-01,ACCT-4C5F863A2792,Card,Online,81.42,processed,,Midwest,2.3
TXN-321077DEF6D5,2026-06-30,ACCT-321077DEF6D5,Card,Mobile,19.93,processed,,Northeast,8.4
TXN-AB8D9D49AA0D,2026-09-18,ACCT-AB8D9D49AA0D,ACH,Mobile,1135.71,processed,,Midwest,0.8
TXN-54A97C7AD53E,2026-09-03,ACCT-54A97C7AD53E,ACH,Online,5382.17,processed,,Southwest,1.7
TXN-3FF2B01874F2,2026-08-18,ACCT-3FF2B01874F2,ACH,Online,1832.07,processed,,Southwest,0.8
TXN-6E4084A5240A,2026-09-18,ACCT-6E4084A5240A,ACH,Online,3962.15,processed,,Southeast,31.1
TXN-135CEB4381C7,2026-07-31,ACCT-135CEB4381C7,Card,Online,165.97,processed,,West,5.0
TXN-8C8699214133,2026-07-30,ACCT-8C8699214133,Check,Branch,8356.01,processed,,Northeast,1.5
TXN-78EC928453CC,2026-08-26,ACCT-78EC928453CC,Check,Branch,2034.27,exception,Duplicate submission,Southwest,30.0
TXN-C14A9275F0E3,2026-08-10,ACCT-C14A9275F0E3,Bill Pay,Online,2123.89,processed,,Northeast,7.3
TXN-E94C0E6DCE7E,2026-08-11,ACCT-E94C0E6DCE7E,ACH,Mobile,9314.37,processed,,Southeast,1.0
TXN-EA359341C9E5,2026-08-28,ACCT-EA359341C9E5,Zelle/P2P,Online,542.25,exception,Stale dated,Northeast,16.9
TXN-360553E340CB,2026-06-25,ACCT-360553E340CB,Card,ATM,653.07,processed,,Northeast,13.1
TXN-DD5C1E2D9395,2026-08-13,ACCT-DD5C1E2D9395,ACH,Online,8602.59,processed,,Southeast,5.3
TXN-3F24906AB9B6,2026-07-22,ACCT-3F24906AB9B6,Bill Pay,Online,472.48,processed,,West,5.9
TXN-0EEB488B457B,2026-08-27,ACCT-0EEB488B457B,ACH,Online,3231.52,processed,,Southeast,0.7
TXN-98478276BBC8,2026-08-28,ACCT-98478276BBC8,Card,ATM,35.63,processed,,Southwest,1.8
TXN-124B51654AD8,2026-09-21,ACCT-124B51654AD8,Card,Mobile,22.75,exception,Amount exceeds limit,Southeast,12.8
TXN-E6A332A7754B,2026-07-18,ACCT-E6A332A7754B,ACH,API,12119.93,processed,,Southeast,4.9
TXN-9122F14587AC,2026-07-04,ACCT-9122F14587AC,ACH,Online,17732.02,processed,,Southwest,1.0
TXN-631D4B36C644,2026-08-21,ACCT-631D4B36C644,Card,ATM,60.93,processed,,Southwest,4.2
TXN-D8EB6448FE74,2026-07-08,ACCT-D8EB6448FE74,Zelle/P2P,Online,1117.4,failed,,West,42.6
TXN-A33ADFA2261C,2026-09-14,ACCT-A33ADFA2261C,Card,Online,324.56,processed,,Northeast,0.9
TXN-DB79CA4A838F,2026-07-17,ACCT-DB79CA4A838F,Card,Online,30.47,pending,,Southeast,2.3
TXN-DB0A5EE707E6,2026-07-30,ACCT-DB0A5EE707E6,Card,Mobile,85.68,processed,,Northeast,2.7
TXN-238DD5497576,2026-08-05,ACCT-238DD5497576,ACH,API,6447.01,processed,,Southeast,1.2
TXN-523434E227FB,2026-08-31,ACCT-523434E227FB,ACH,API,18241.83,processed,,Northeast,7.2
TXN-A3A65E3E8521,2026-08-06,ACCT-A3A65E3E8521,Bill Pay,Online,2175.22,processed,,Midwest,4.4
TXN-C9F3140EF5B7,2026-07-17,ACCT-C9F3140EF5B7,Card,Mobile,645.92,processed,,Northeast,3.3
TXN-1C66BB005867,2026-07-06,ACCT-1C66BB005867,Zelle/P2P,Mobile,1193.33,processed,,Northeast,3.6
TXN-DE0472D2DD79,2026-07-16,ACCT-DE0472D2DD79,Bill Pay,Online,8894.09,processed,,Southwest,2.8
TXN-C6B65ED8079B,2026-09-18,ACCT-C6B65ED8079B,Zelle/P2P,Mobile,261.36,processed,,West,3.3
TXN-EB0145692690,2026-07-17,ACCT-EB0145692690,Card,Online,153.25,processed,,Northeast,0.5
TXN-9A58D6AB3867,2026-07-21,ACCT-9A58D6AB3867,Zelle/P2P,Mobile,62.66,processed,,Southeast,2.1
TXN-8C9A013AB70C,2026-07-07,ACCT-8C9A013AB70C,Zelle/P2P,Mobile,1100.19,processed,,Midwest,2.6
TXN-6A3C33A09BEE,2026-06-26,ACCT-6A3C33A09BEE,Card,Mobile,142.81,processed,,Northeast,2.6
TXN-1EB39221B488,2026-09-04,ACCT-1EB39221B488,Wire,Call Center,8476.52,processed,,Northeast,2.9
TXN-554F2D8AE7FE,2026-07-16,ACCT-554F2D8AE7FE,Card,Mobile,155.51,processed,,Midwest,3.2
TXN-3A66E62344B9,2026-07-27,ACCT-3A66E62344B9,ACH,Mobile,9231.25,processed,,Southwest,5.1
TXN-A554D0EE2889,2026-07-31,ACCT-A554D0EE2889,ACH,API,1885.33,processed,,Southeast,3.4
TXN-35A751A88C84,2026-07-20,ACCT-35A751A88C84,Card,Mobile,118.26,processed,,West,3.7
TXN-FDCC6DE50BE3,2026-08-20,ACCT-FDCC6DE50BE3,Wire,Call Center,14987.02,processed,,Southeast,9.4
TXN-785A8F2C95A7,2026-09-03,ACCT-785A8F2C95A7,Bill Pay,Mobile,1061.7,processed,,Northeast,3.9
TXN-46372E864898,2026-08-28,ACCT-46372E864898,ACH,Mobile,1460.62,processed,,Southeast,4.2
TXN-10386A6A48BB,2026-08-25,ACCT-10386A6A48BB,ACH,Online,4260.49,processed,,West,0.4
TXN-B0FD422C23D7,2026-07-28,ACCT-B0FD422C23D7,Card,Online,345.93,processed,,Southwest,3.5
TXN-A55A77281F24,2026-09-02,ACCT-A55A77281F24,ACH,Online,1187.08,processed,,Midwest,1.2
TXN-270D0619730D,2026-09-02,ACCT-270D0619730D,Card,Mobile,223.89,processed,,Southeast,1.1
TXN-FBDF4BA3E18F,2026-08-27,ACCT-FBDF4BA3E18F,ACH,Mobile,7184.33,processed,,Southwest,3.0
TXN-39528743C91A,2026-08-07,ACCT-39528743C91A,Card,ATM,13.74,processed,,Southwest,8.4
TXN-0827B76E52AE,2026-07-21,ACCT-0827B76E52AE,Zelle/P2P,Mobile,264.69,processed,,Southeast,2.7
TXN-AC940060027B,2026-06-24,ACCT-AC940060027B,Check,Mobile,3073.65,processed,,Southwest,1.4
TXN-E7D5D606936C,2026-07-19,ACCT-E7D5D606936C,Bill Pay,Call Center,217.07,processed,,Southeast,3.2
TXN-4E0E5FE72F87,2026-08-29,ACCT-4E0E5FE72F87,Check,Branch,5807.22,failed,,West,5.5
TXN-24C20FBA90A3,2026-09-08,ACCT-24C20FBA90A3,Bill Pay,Online,619.03,processed,,Midwest,2.6
TXN-1AF3E5930442,2026-07-21,ACCT-1AF3E5930442,ACH,Online,1165.67,processed,,West,6.0
TXN-F991A2D839A9,2026-08-13,ACCT-F991A2D839A9,Card,Online,527.15,processed,,Southeast,0.5
TXN-34AC9F308CB2,2026-07-04,ACCT-34AC9F308CB2,Card,Mobile,138.91,processed,,Southeast,1.3
TXN-D57FE7EB7A50,2026-08-01,ACCT-D57FE7EB7A50,Card,ATM,58.32,processed,,Northeast,1.3
TXN-33C94150947F,2026-07-08,ACCT-33C94150947F,ACH,Mobile,3687.36,processed,,Northeast,3.6
TXN-C259B7FB7BDA,2026-08-26,ACCT-C259B7FB7BDA,Wire,Branch,18250.92,exception,Account number mismatch,West,25.4
TXN-94475366BBE5,2026-08-14,ACCT-94475366BBE5,ACH,Mobile,8241.67,processed,,Southeast,2.7
TXN-CD2F9592DC3E,2026-07-24,ACCT-CD2F9592DC3E,Bill Pay,Online,5238.11,processed,,Midwest,4.4
TXN-6BFB4FC9BFCF,2026-06-24,ACCT-6BFB4FC9BFCF,Card,Mobile,43.62,processed,,Northeast,5.8
TXN-7F2F519A8ECC,2026-07-16,ACCT-7F2F519A8ECC,Zelle/P2P,Mobile,1501.29,pending,,Southeast,0.9
TXN-EC3FAEB57E48,2026-09-03,ACCT-EC3FAEB57E48,Bill Pay,Online,806.6,exception,Account number mismatch,West,30.7
TXN-07398914761A,2026-09-01,ACCT-07398914761A,ACH,Online,812.64,processed,,Midwest,1.0
TXN-444BD2F66FDC,2026-07-01,ACCT-444BD2F66FDC,ACH,Online,6812.31,processed,,West,3.7
TXN-8AF697E1A996,2026-07-29,ACCT-8AF697E1A996,Bill Pay,Call Center,196.54,failed,,Northeast,3.2
TXN-2B8CEE8A6071,2026-08-07,ACCT-2B8CEE8A6071,Check,Mobile,1007.62,processed,,Northeast,5.6
TXN-8FEDE10D5ED2,2026-08-21,ACCT-8FEDE10D5ED2,Bill Pay,Online,790.98,processed,,Southwest,3.0
TXN-4DFD52A7CDEB,2026-09-03,ACCT-4DFD52A7CDEB,Zelle/P2P,Mobile,2475.42,processed,,Southwest,2.6
TXN-2021CBC81876,2026-08-10,ACCT-2021CBC81876,Wire,Branch,11433.02,processed,,Southeast,6.9
TXN-7A24738C1004,2026-08-29,ACCT-7A24738C1004,Card,Online,31.83,processed,,Northeast,18.6
TXN-B8DCB3EF8BD3,2026-09-18,ACCT-B8DCB3EF8BD3,Check,Branch,11876.11,processed,,Midwest,5.1
